CODE,PERIOD,NR_TRIPS Y,NR_TRIPS N,DatabaseReleaseDate
TGT,2019040,33288,11841,20200514
TGT,2019041,34060,11122,20200514
TGT,2019042,23989,7335,20200514
TGT,2019043,34573,7512,20200514
TGT,2019044,35709,12282,20200514
TGT,2019045,34735,11745,20200514
TGT,2019046,33221,10345,20200514
TGT,2019047,33020,10279,20200514
TGT,2019048,43404,10809,20200514
TGT,2019049,31250,16422,20200514
TGT,2019050,33196,17046,20200514
TGT,2019051,35586,18344,20200514
TGT,2019052,36248,19765,20200514
TGT,2020001,36677,21137,20200514
TGT,2020002,27735,15938,20200514
TGT,2020003,26917,7405,20200514
TGT,2020004,28057,4559,20200514
TGT,2020005,27875,4272,20200514
TGT,2020006,28165,4873,20200514
TGT,2020007,30777,5544,20200514
TGT,2020008,29251,4842,20200514
TGT,2020009,29272,5259,20200514
TGT,2020010,31709,6084,20200514
TGT,2020011,32939,9509,20200514
TGT,2020012,29773,9009,20200514
TGT,2020013,20583,6291,20200514
TGT,2020014,20197,8467,20200514
ULT,2019037,880,9,20200514
ULT,2019038,777,0,20200514
ULT,2019039,803,0,20200514
ULT,2019040,1078,0,20200514
ULT,2019041,1139,1,20200514
ULT,2019042,1150,0,20200514
ULT,2019043,1034,0,20200514
ULT,2019044,1008,0,20200514
ULT,2019045,761,0,20200514
ULT,2019046,836,0,20200514
ULT,2019047,830,0,20200514
ULT,2019048,1523,0,20200514
ULT,2019049,821,1,20200514
ULT,2019050,1105,0,20200514
ULT,2019051,1375,0,20200514
ULT,2019052,1452,47,20200514
ULT,2020001,1272,32,20200514
ULT,2020002,970,4,20200514
ULT,2020003,835,72,20200514
ULT,2020004,770,71,20200514
ULT,2020005,789,60,20200514
ULT,2020006,827,90,20200514
ULT,2020007,889,92,20200514
ULT,2020008,954,94,20200514
ULT,2020009,917,114,20200514
ULT,2020010,993,137,20200514
ULT,2020011,851,237,20200514
ULT,2020012,259,105,20200514
VAL,2019037,221,0,20200514
VAL,2019038,262,0,20200514
VAL,2019039,239,0,20200514
VAL,2019040,269,0,20200514
VAL,2019041,272,0,20200514
VAL,2019042,289,0,20200514
VAL,2019043,253,0,20200514
VAL,2019044,266,0,20200514
VAL,2019045,228,0,20200514
VAL,2019046,258,0,20200514
VAL,2019047,224,0,20200514
VAL,2019048,228,0,20200514
VAL,2019049,244,0,20200514
VAL,2019050,70,0,20200514
VAL,2019051,217,0,20200514
VAL,2019052,180,0,20200514
VAL,2020001,201,0,20200514
VAL,2020002,249,0,20200514
VAL,2020003,240,11,20200514
VAL,2020004,255,17,20200514
VAL,2020005,233,14,20200514
VAL,2020006,217,14,20200514
VAL,2020007,212,20,20200514
VAL,2020008,217,23,20200514
VAL,2020009,271,32,20200514
VAL,2020010,260,71,20200514
VAL,2020011,232,88,20200514
VAL,2020012,167,69,20200514
WAL,2019037,19483,0,20200514
WAL,2019038,19585,0,20200514
WAL,2019039,19079,0,20200514
WAL,2019040,21535,0,20200514
WAL,2019041,21566,0,20200514
WAL,2019042,20479,0,20200514
WAL,2019043,21927,0,20200514
WAL,2019044,23693,0,20200514
WAL,2019045,20790,0,20200514
WAL,2019046,21035,0,20200514
WAL,2019047,19990,0,20200514
WAL,2019048,21667,0,20200514
WAL,2019049,22646,0,20200514
WAL,2019050,23650,1,20200514
WAL,2019051,24564,385,20200514
WAL,2019052,26620,782,20200514
WAL,2020001,21780,287,20200514
WAL,2020002,24086,132,20200514
WAL,2020003,19416,1088,20200514
WAL,2020004,19003,1438,20200514
WAL,2020005,19336,1652,20200514
WAL,2020006,18438,1711,20200514
WAL,2020007,20628,1951,20200514
WAL,2020008,17548,1747,20200514
WAL,2020009,19476,2277,20200514
WAL,2020010,22432,5220,20200514
WAL,2020011,22295,5368,20200514
WAL,2020012,20418,6842,20200514
WAL,2020013,13868,5255,20200514
WAL,2020014,14983,6385,20200514
WMT,2019037,175692,829,20200514
WMT,2019038,170319,684,20200514
WMT,2019039,168305,736,20200514
WMT,2019040,190086,853,20200514
WMT,2019041,190391,867,20200514
WMT,2019042,189304,769,20200514
WMT,2019043,152037,631,20200514
WMT,2019044,197715,813,20200514
WMT,2019045,180358,803,20200514
WMT,2019046,177245,747,20200514
WMT,2019047,177901,771,20200514
WMT,2019048,213382,894,20200514
WMT,2019049,198360,1025,20200514
WMT,2019050,199442,1221,20200514
WMT,2019051,204415,2655,20200514
WMT,2019052,187813,2679,20200514
WMT,2020001,198581,2290,20200514
WMT,2020002,192650,2506,20200514
WMT,2020003,184119,4973,20200514
WMT,2020004,182172,6043,20200514
WMT,2020005,182745,7158,20200514
WMT,2020006,185745,8185,20200514
WMT,2020007,194751,9640,20200514
WMT,2020008,181995,7709,20200514
WMT,2020009,187532,9975,20200514
WMT,2020010,195606,17257,20200514
WMT,2020011,202133,26116,20200514
WMT,2020012,186671,20645,20200514
WMT,2020013,144846,16188,20200514
WMT,2020014,153735,21423,20200514
WAW,2019037,3376,1193,20200514
WAW,2019038,3974,374,20200514
WAW,2019039,4263,27,20200514
WAW,2019040,4441,18,20200514
WAW,2019041,4154,683,20200514
WAW,2019042,4428,333,20200514
WAW,2019043,4480,44,20200514
WAW,2019044,4314,333,20200514
WAW,2019045,3961,293,20200514
WAW,2019046,4096,134,20200514
WAW,2019047,4074,106,20200514
WAW,2019048,4085,117,20200514
WAW,2019049,4269,121,20200514
WAW,2019050,4164,136,20200514
WAW,2019051,4110,120,20200514
WAW,2019052,3366,175,20200514
WAW,2020001,3821,140,20200514
WAW,2020002,4276,119,20200514
WAW,2020003,4256,159,20200514
WAW,2020004,4512,274,20200514
WAW,2020005,4417,327,20200514
WAW,2020006,4331,301,20200514
WAW,2020007,4427,301,20200514
WAW,2020008,3777,555,20200514
WAW,2020009,4088,625,20200514
WAW,2020010,4442,380,20200514
WAW,2020011,4174,483,20200514
WAW,2020012,2935,376,20200514
WHO,2019037,4467,0,20200514
WHO,2019038,4594,0,20200514
WHO,2019039,4527,0,20200514
WHO,2019040,4724,0,20200514
WHO,2019041,4305,225,20200514
WHO,2019042,4290,383,20200514
WHO,2019043,4742,0,20200514
WHO,2019044,4529,0,20200514
WHO,2019045,4515,0,20200514
WHO,2019046,4196,0,20200514
WHO,2019047,4237,0,20200514
WHO,2019048,4949,7,20200514
WHO,2019049,4152,17,20200514
WHO,2019050,4136,9,20200514
WHO,2019051,4181,11,20200514
WHO,2019052,3888,161,20200514
WHO,2020001,4669,185,20200514
WHO,2020002,4936,158,20200514
WHO,2020003,4571,219,20200514
WHO,2020004,4797,366,20200514
WHO,2020005,4696,366,20200514
WHO,2020006,4710,401,20200514
WHO,2020007,4964,494,20200514
WHO,2020008,4704,504,20200514
WHO,2020009,4842,491,20200514
WHO,2020010,4437,473,20200514
WHO,2020011,4545,511,20200514
WHO,2020012,3596,848,20200514
WHO,2020013,2292,609,20200514
WHO,2020014,2197,690,20200514
WIN,2019037,3007,1448,20200514
WIN,2019038,3003,1361,20200514
WIN,2019039,3068,1407,20200514
WIN,2019040,3414,1525,20200514
WIN,2019041,3396,1545,20200514
WIN,2019042,3397,1506,20200514
WIN,2019043,3337,1402,20200514
WIN,2019044,3400,1468,20200514
WIN,2019045,3454,1513,20200514
WIN,2019046,3600,1550,20200514
WIN,2019047,3537,1481,20200514
WIN,2019048,4044,1665,20200514
WIN,2019049,3334,1293,20200514
WIN,2019050,3363,1352,20200514
WIN,2019051,3347,1363,20200514
WIN,2019052,3465,816,20200514
WIN,2020001,3863,325,20200514
WIN,2020002,3634,300,20200514
WIN,2020003,3607,312,20200514
WIN,2020004,3655,267,20200514
WIN,2020005,3719,310,20200514
WIN,2020006,3632,296,20200514
WIN,2020007,3591,293,20200514
WIN,2020008,3426,307,20200514
WIN,2020009,3644,322,20200514
WIN,2020010,3614,774,20200514
WIN,2020011,4104,2342,20200514
WIN,2020012,4397,2175,20200514
ALB,2019037,2802,933,20200708
ALB,2019038,2754,952,20200708
ALB,2019039,3413,359,20200708
ALB,2019040,3905,139,20200708
ALB,2019041,3400,1237,20200708
ALB,2019042,4047,504,20200708
ALB,2019043,3997,381,20200708
ALB,2019044,4095,399,20200708
ALB,2019045,3701,375,20200708
ALB,2019046,3786,371,20200708
ALB,2019047,3991,338,20200708
ALB,2019048,4380,357,20200708
ALB,2019049,3266,239,20200708
ALB,2019050,3186,200,20200708
ALB,2019051,3315,230,20200708
ALB,2019052,3442,270,20200708
ALB,2020001,2805,512,20200708
ALB,2020002,3338,465,20200708
ALB,2020003,3419,533,20200708
ALB,2020004,3386,492,20200708
ALB,2020005,3443,516,20200708
ALB,2020006,3745,691,20200708
ALB,2020007,3950,809,20200708
ALB,2020008,3523,698,20200708
ALB,2020009,3498,683,20200708
ALB,2020010,3841,790,20200708
ALB,2020011,4482,825,20200708
ALB,2020012,4906,1180,20200708
ALB,2020013,3675,1235,20200708
ALB,2020014,4005,1811,20200708
ALB,2020015,4396,2116,20200708
ALB,2020016,4137,1977,20200708
ALD,2019037,19185,226,20200708
ALD,2019038,19883,186,20200708
ALD,2019039,19449,165,20200708
ALD,2019040,20928,200,20200708
ALD,2019041,22631,309,20200708
ALD,2019042,23011,365,20200708
ALD,2019043,22323,266,20200708
ALD,2019044,23051,251,20200708
ALD,2019045,23254,248,20200708
ALD,2019046,23109,220,20200708
ALD,2019047,24156,236,20200708
ALD,2019048,24227,181,20200708
ALD,2019049,24629,192,20200708
ALD,2019050,27408,306,20200708
ALD,2019051,26965,3840,20200708
ALD,2019052,23621,4372,20200708
ALD,2020001,27301,5238,20200708
ALD,2020002,31581,5968,20200708
ALD,2020003,30702,5898,20200708
ALD,2020004,30598,6216,20200708
ALD,2020005,31610,6445,20200708
ALD,2020006,19526,7800,20200708
ALD,2020007,27205,6418,20200708
ALD,2020008,30841,6098,20200708
ALD,2020009,31254,6099,20200708
ALD,2020010,32096,6344,20200708
ALD,2020011,37213,7831,20200708
ALD,2020012,33596,6697,20200708
ALD,2020013,23515,5429,20200708
ALD,2020014,25491,6840,20200708
ALD,2020015,25769,7639,20200708
ALD,2020016,21326,6348,20200708
AMZ,2019039,10609,7293,20200708
AMZ,2019040,81870,55662,20200708
AMZ,2019041,82060,57475,20200708
AMZ,2019042,85388,59547,20200708
AMZ,2019043,86344,60223,20200708
AMZ,2019044,82663,54778,20200708
AMZ,2019045,87531,55644,20200708
AMZ,2019046,90295,58140,20200708
AMZ,2019047,93716,59266,20200708
AMZ,2019048,116842,65116,20200708
AMZ,2019049,120158,75889,20200708
AMZ,2019050,115810,78416,20200708
AMZ,2019051,122147,78795,20200708
AMZ,2019052,89927,40728,20200708
AMZ,2020001,99812,11190,20200708
AMZ,2020002,96560,10849,20200708
AMZ,2020003,94680,10156,20200708
AMZ,2020004,91793,9632,20200708
AMZ,2020005,88503,9250,20200708
AMZ,2020006,83794,9119,20200708
AMZ,2020007,83143,9193,20200708
AMZ,2020008,79181,8246,20200708
AMZ,2020009,88463,9724,20200708
AMZ,2020010,83563,9208,20200708
AMZ,2020011,80766,7605,20200708
AMZ,2020012,85028,6132,20200708
AMZ,2020013,76946,5234,20200708
AMZ,2020014,80183,5736,20200708
AMZ,2020015,77398,5409,20200708
AMZ,2020016,88436,8436,20200708
AMPM,2019037,145,1,20200708
AMPM,2019038,128,0,20200708
AMPM,2019039,126,0,20200708
AMPM,2019040,155,0,20200708
AMPM,2019041,133,0,20200708
AMPM,2019042,172,0,20200708
AMPM,2019043,138,0,20200708
AMPM,2019044,161,0,20200708
AMPM,2019045,113,0,20200708
AMPM,2019046,128,0,20200708
AMPM,2019047,133,0,20200708
AMPM,2019048,119,0,20200708
AMPM,2019049,90,0,20200708
AMPM,2019050,45,0,20200708
AMPM,2019051,122,0,20200708
AMPM,2019052,90,0,20200708
AMPM,2020001,126,0,20200708
AMPM,2020002,146,0,20200708
AMPM,2020003,117,6,20200708
AMPM,2020004,138,9,20200708
AMPM,2020005,125,4,20200708
AMPM,2020006,125,8,20200708
AMPM,2020007,125,9,20200708
AMPM,2020008,107,14,20200708
AMPM,2020009,56,4,20200708
AMPM,2020010,74,6,20200708
AMPM,2020011,64,13,20200708
AMPM,2020012,38,12,20200708
AMPM,2020013,27,11,20200708
AMPM,2020014,41,25,20200708
AMPM,2020015,29,14,20200708
AMPM,2020016,37,22,20200708
BJS,2019037,3975,109,20200708
BJS,2019038,4023,29,20200708
BJS,2019039,3850,0,20200708
BJS,2019040,4188,0,20200708
BJS,2019041,4595,0,20200708
BJS,2019042,4703,0,20200708
BJS,2019043,4441,0,20200708
BJS,2019044,4846,0,20200708
BJS,2019045,2970,0,20200708
BJS,2019046,4693,0,20200708
BJS,2019047,4765,0,20200708
BJS,2019048,4986,0,20200708
BJS,2019049,4536,0,20200708
BJS,2019050,4736,0,20200708
BJS,2019051,5263,97,20200708
BJS,2019052,4345,130,20200708
BJS,2020001,4889,95,20200708
BJS,2020002,4983,53,20200708
BJS,2020003,4724,172,20200708
BJS,2020004,4775,211,20200708
BJS,2020005,5071,256,20200708
BJS,2020006,4659,279,20200708
BJS,2020007,4722,279,20200708
BJS,2020008,4769,286,20200708
BJS,2020009,5301,359,20200708
BJS,2020010,5869,584,20200708
BJS,2020011,6978,1363,20200708
BJS,2020012,6106,1264,20200708
BJS,2020013,4639,526,20200708
BJS,2020014,4866,543,20200708
BJS,2020015,4748,523,20200708
BJS,2020016,4419,484,20200708
CAS,2019037,2746,512,20200708
CAS,2019038,2794,519,20200708
CAS,2019039,2644,427,20200708
CAS,2019040,3035,109,20200708
CAS,2019041,2954,0,20200708
CAS,2019042,3041,1,20200708
CAS,2019043,2718,0,20200708
CAS,2019044,2692,3,20200708
CAS,2019045,2618,0,20200708
CAS,2019046,2631,1,20200708
CAS,2019047,2426,2,20200708
CAS,2019048,2647,0,20200708
CAS,2019049,2641,1,20200708
CAS,2019050,2741,3,20200708
CAS,2019051,2535,3,20200708
CAS,2019052,2405,15,20200708
CAS,2020001,2585,37,20200708
CAS,2020002,2887,43,20200708
CAS,2020003,2818,72,20200708
CAS,2020004,2825,92,20200708
CAS,2020005,3005,98,20200708
CAS,2020006,3000,120,20200708
CAS,2020007,3275,186,20200708
CAS,2020008,3157,154,20200708
CAS,2020009,3136,156,20200708
CAS,2020010,3280,184,20200708
CAS,2020011,3125,274,20200708
CAS,2020012,2362,265,20200708
CAS,2020013,1399,690,20200708
CAS,2020014,1368,925,20200708
CAS,2020015,1473,978,20200708
CAS,2020016,1458,1008,20200708
CIK,2019037,7747,161,20200708
CIK,2019038,7813,0,20200708
CIK,2019039,7681,0,20200708
CIK,2019040,8163,0,20200708
CIK,2019041,8218,0,20200708
CIK,2019042,8040,0,20200708
CIK,2019043,7984,0,20200708
CIK,2019044,7993,0,20200708
CIK,2019045,7364,0,20200708
CIK,2019046,7311,0,20200708
CIK,2019047,6837,0,20200708
CIK,2019048,7034,0,20200708
CIK,2019049,7679,0,20200708
CIK,2019050,7221,2,20200708
CIK,2019051,6789,12,20200708
CIK,2019052,6295,4,20200708
CIK,2020001,6895,4,20200708
CIK,2020002,7647,27,20200708
CIK,2020003,7214,477,20200708
CIK,2020004,7600,291,20200708
CIK,2020005,7622,195,20200708
CIK,2020006,7334,305,20200708
CIK,2020007,7154,283,20200708
CIK,2020008,7282,325,20200708
CIK,2020009,7844,349,20200708
CIK,2020010,8110,379,20200708
CIK,2020011,7654,216,20200708
CIK,2020012,6523,265,20200708
CIK,2020013,4480,1163,20200708
CIK,2020014,4117,1759,20200708
CIK,2020015,4159,1816,20200708
CIK,2020016,4212,1962,20200708
CIT,2019037,634,31,20200708
CIT,2019038,684,29,20200708
CIT,2019039,673,5,20200708
CIT,2019040,740,0,20200708
CIT,2019041,784,0,20200708
CIT,2019042,701,0,20200708
CIT,2019043,709,0,20200708
CIT,2019044,750,0,20200708
CIT,2019045,695,0,20200708
CIT,2019046,673,0,20200708
CIT,2019047,647,0,20200708
CIT,2019048,637,0,20200708
CIT,2019049,638,0,20200708
CIT,2019050,236,0,20200708
CIT,2019051,587,0,20200708
CIT,2019052,510,0,20200708
CIT,2020001,589,0,20200708
CIT,2020002,720,1,20200708
CIT,2020003,675,27,20200708
CIT,2020004,645,48,20200708
CIT,2020005,682,56,20200708
CIT,2020006,610,45,20200708
CIT,2020007,627,52,20200708
CIT,2020008,730,44,20200708
CIT,2020009,775,71,20200708
CIT,2020010,772,74,20200708
CIT,2020011,691,182,20200708
CIT,2020012,629,139,20200708
CIT,2020013,99,23,20200708
COS,2019037,19135,1035,20200708
COS,2019038,19923,183,20200708
COS,2019039,20094,160,20200708
COS,2019040,22506,204,20200708
COS,2019041,22597,219,20200708
COS,2019042,22928,204,20200708
COS,2019043,22136,164,20200708
COS,2019044,22753,210,20200708
COS,2019045,22763,172,20200708
COS,2019046,22464,238,20200708
COS,2019047,22656,201,20200708
COS,2019048,24414,85,20200708
COS,2019049,22728,34,20200708
COS,2019050,23372,110,20200708
COS,2019051,19649,2834,20200708
COS,2019052,17962,2584,20200708
COS,2020001,22544,2491,20200708
COS,2020002,24362,2841,20200708
COS,2020003,19275,3885,20200708
COS,2020004,22237,3193,20200708
COS,2020005,18718,3864,20200708
COS,2020006,23124,2417,20200708
COS,2020007,24022,2322,20200708
COS,2020008,23812,2305,20200708
COS,2020009,26297,2862,20200708
COS,2020010,27468,3028,20200708
COS,2020011,29207,4623,20200708
COS,2020012,23589,4171,20200708
COS,2020013,17151,4244,20200708
COS,2020014,15104,6385,20200708
COS,2020015,14443,7227,20200708
COS,2020016,14290,7070,20200708
CUB,2019037,931,143,20200708
CUB,2019038,945,132,20200708
CUB,2019039,863,31,20200708
CUB,2019040,1049,0,20200708
CUB,2019041,981,0,20200708
CUB,2019042,976,0,20200708
CUB,2019043,921,0,20200708
CUB,2019044,1069,0,20200708
CUB,2019045,618,0,20200708
CUB,2019046,938,0,20200708
CUB,2019047,997,0,20200708
CUB,2019048,1155,0,20200708
CUB,2019049,951,0,20200708
CUB,2019050,979,0,20200708
CUB,2019051,1003,61,20200708
CUB,2019052,1016,152,20200708
CUB,2020001,1170,123,20200708
CUB,2020002,1142,31,20200708
CUB,2020003,1065,94,20200708
CUB,2020004,951,103,20200708
CUB,2020005,983,115,20200708
CUB,2020006,1053,127,20200708
CUB,2020007,1012,125,20200708
CUB,2020008,1002,129,20200708
CUB,2020009,1038,127,20200708
CUB,2020010,1062,130,20200708
CUB,2020011,1375,295,20200708
CUB,2020012,1347,359,20200708
CUB,2020013,1002,247,20200708
CUB,2020014,1000,224,20200708
CUB,2020015,1128,267,20200708
CUB,2020016,927,216,20200708
CUM,2019037,900,21,20200708
CUM,2019038,961,29,20200708
CUM,2019039,935,5,20200708
CUM,2019040,1000,19,20200708
CUM,2019041,970,2,20200708
CUM,2019042,947,1,20200708
CUM,2019043,933,2,20200708
CUM,2019044,901,1,20200708
CUM,2019045,906,4,20200708
CUM,2019046,895,4,20200708
CUM,2019047,870,3,20200708
CUM,2019048,956,2,20200708
CUM,2019049,857,7,20200708
CUM,2019050,339,5,20200708
CUM,2019051,839,9,20200708
CUM,2019052,700,8,20200708
CUM,2020001,774,11,20200708
CUM,2020002,889,14,20200708
CUM,2020003,819,29,20200708
CUM,2020004,893,23,20200708
CUM,2020005,869,28,20200708
CUM,2020006,787,30,20200708
CUM,2020007,882,26,20200708
CUM,2020008,852,27,20200708
CUM,2020009,795,42,20200708
CUM,2020010,835,44,20200708
CUM,2020011,788,106,20200708
CUM,2020012,638,81,20200708
CUM,2020013,292,206,20200708
CUM,2020014,279,282,20200708
CUM,2020015,247,282,20200708
CUM,2020016,267,287,20200708
CVS,2019037,11054,595,20200708
CVS,2019038,11125,411,20200708
CVS,2019039,11096,173,20200708
CVS,2019040,11262,215,20200708
CVS,2019041,12019,203,20200708
CVS,2019042,11814,194,20200708
CVS,2019043,11904,222,20200708
CVS,2019044,12268,234,20200708
CVS,2019045,12620,247,20200708
CVS,2019046,12114,219,20200708
CVS,2019047,11806,244,20200708
CVS,2019048,11957,230,20200708
CVS,2019049,12673,235,20200708
CVS,2019050,12833,262,20200708
CVS,2019051,13648,238,20200708
CVS,2019052,13894,211,20200708
CVS,2020001,11855,200,20200708
CVS,2020002,12494,236,20200708
CVS,2020003,12384,241,20200708
CVS,2020004,12465,207,20200708
CVS,2020005,12279,246,20200708
CVS,2020006,12643,262,20200708
CVS,2020007,14139,305,20200708
CVS,2020008,12346,273,20200708
CVS,2020009,12218,285,20200708
CVS,2020010,13473,343,20200708
CVS,2020011,14883,534,20200708
CVS,2020012,14414,412,20200708
CVS,2020013,10753,348,20200708
CVS,2020014,13072,1353,20200708
CVS,2020015,14140,1758,20200708
CVS,2020016,14028,1700,20200708
DOL,2019037,33323,6,20200708
DOL,2019038,33345,2,20200708
DOL,2019039,34144,3,20200708
DOL,2019040,37928,8,20200708
DOL,2019041,38326,4,20200708
DOL,2019042,36115,3,20200708
DOL,2019043,37084,4,20200708
DOL,2019044,40075,1,20200708
DOL,2019045,34578,1,20200708
DOL,2019046,36227,6,20200708
DOL,2019047,35016,2,20200708
DOL,2019048,39490,0,20200708
DOL,2019049,41567,991,20200708
DOL,2019050,39437,1420,20200708
DOL,2019051,39728,1155,20200708
DOL,2019052,36049,910,20200708
DOL,2020001,40008,986,20200708
DOL,2020002,39005,1053,20200708
DOL,2020003,36084,1537,20200708
DOL,2020004,38113,1681,20200708
DOL,2020005,36987,1813,20200708
DOL,2020006,37647,1933,20200708
DOL,2020007,38739,2407,20200708
DOL,2020008,34564,1956,20200708
DOL,2020009,40016,2714,20200708
DOL,2020010,39328,2159,20200708
DOL,2020011,44245,1707,20200708
DOL,2020012,43452,1786,20200708
DOL,2020013,31908,1467,20200708
DOL,2020014,37338,2128,20200708
DOL,2020015,37123,3001,20200708
DOL,2020016,34142,3563,20200708
DT,2019037,17652,17600,20200708
DT,2019038,17674,17933,20200708
DT,2019039,18080,18124,20200708
DT,2019040,19592,19714,20200708
DT,2019041,20336,20555,20200708
DT,2019042,19550,19846,20200708
DT,2019043,18557,18952,20200708
DT,2019044,18777,19149,20200708
DT,2019045,18593,18867,20200708
DT,2019046,18408,18623,20200708
DT,2019047,18894,19003,20200708
DT,2019048,19402,19496,20200708
DT,2019049,23849,23586,20200708
DT,2019050,35794,22972,20200708
DT,2019051,42023,23750,20200708
DT,2019052,25359,17671,20200708
DT,2020001,17413,15357,20200708
DT,2020002,19139,16502,20200708
DT,2020003,19399,16559,20200708
DT,2020004,17250,16854,20200708
DT,2020005,18335,17759,20200708
DT,2020006,29491,16918,20200708
DT,2020007,35152,20177,20200708
DT,2020008,28495,15305,20200708
DT,2020009,30392,16273,20200708
DT,2020010,26786,19760,20200708
DT,2020011,33043,18789,20200708
DT,2020012,27989,14363,20200708
DT,2020013,5270,2675,20200708
FD,2019037,8503,54,20200708
FD,2019038,8416,0,20200708
FD,2019039,8237,0,20200708
FD,2019040,10244,0,20200708
FD,2019041,9435,0,20200708
FD,2019042,9039,0,20200708
FD,2019043,9478,0,20200708
FD,2019044,10132,0,20200708
FD,2019045,9297,0,20200708
FD,2019046,8458,0,20200708
FD,2019047,8041,0,20200708
FD,2019048,9884,0,20200708
FD,2019049,10550,0,20200708
FD,2019050,9911,0,20200708
FD,2019051,10190,314,20200708
FD,2019052,9771,427,20200708
FD,2020001,9619,203,20200708
FD,2020002,9023,115,20200708
FD,2020003,8467,477,20200708
FD,2020004,8661,542,20200708
FD,2020005,9074,642,20200708
FD,2020006,9041,703,20200708
FD,2020007,9241,712,20200708
FD,2020008,8434,610,20200708
FD,2020009,9300,740,20200708
FD,2020010,10111,837,20200708
FD,2020011,11824,577,20200708
FD,2020012,11357,643,20200708
FD,2020013,8188,492,20200708
FD,2020014,9609,704,20200708
FD,2020015,9649,728,20200708
FD,2020016,8640,705,20200708
FL,2019037,9475,4402,20200708
FL,2019038,9675,4533,20200708
FL,2019039,9532,4442,20200708
FL,2019040,10399,4933,20200708
FL,2019041,11049,5113,20200708
FL,2019042,11029,5138,20200708
FL,2019043,9983,4765,20200708
FL,2019044,10096,4911,20200708
FL,2019045,10780,5210,20200708
FL,2019046,10340,5016,20200708
FL,2019047,10056,4932,20200708
FL,2019048,11578,5524,20200708
FL,2019049,10487,5104,20200708
FL,2019050,10492,5118,20200708
FL,2019051,10163,5068,20200708
FL,2019052,10331,4773,20200708
FL,2020001,12074,5533,20200708
FL,2020002,12198,5592,20200708
FL,2020003,12003,5689,20200708
FL,2020004,11671,5483,20200708
FL,2020005,11813,5497,20200708
FL,2020006,11529,5426,20200708
FL,2020007,11359,5453,20200708
FL,2020008,11904,5676,20200708
FL,2020009,11682,5506,20200708
FL,2020010,11544,5563,20200708
FL,2020011,13965,6733,20200708
FL,2020012,15625,7366,20200708
FL,2020013,3208,1542,20200708
GE,2019037,1886,2146,20200708
GE,2019038,1959,2208,20200708
GE,2019039,1924,2222,20200708
GE,2019040,2092,2349,20200708
GE,2019041,2155,2505,20200708
GE,2019042,2150,2524,20200708
GE,2019043,2165,2463,20200708
GE,2019044,2217,2483,20200708
GE,2019045,2314,2592,20200708
GE,2019046,2213,2433,20200708
GE,2019047,2226,2530,20200708
GE,2019048,2425,2733,20200708
GE,2019049,2286,2533,20200708
GE,2019050,2260,2620,20200708
GE,2019051,2310,2744,20200708
GE,2019052,2231,2650,20200708
GE,2020001,2438,2767,20200708
GE,2020002,2237,2550,20200708
GE,2020003,2246,2571,20200708
GE,2020004,2244,2541,20200708
GE,2020005,2521,2446,20200708
GE,2020006,2332,2232,20200708
GE,2020007,2430,2637,20200708
GE,2020008,2238,2490,20200708
GE,2020009,2415,2625,20200708
GE,2020010,2427,2705,20200708
GE,2020011,2752,3056,20200708
GE,2020012,3002,3249,20200708
GE,2020013,2136,2326,20200708
GE,2020014,2139,2306,20200708
GE,2020015,2250,2412,20200708
GE,2020016,1789,1953,20200708
HEB,2019037,9070,4916,20200708
HEB,2019038,9224,5063,20200708
HEB,2019039,9200,4872,20200708
HEB,2019040,10179,5428,20200708
HEB,2019041,11184,5794,20200708
HEB,2019042,10720,5543,20200708
HEB,2019043,10241,5228,20200708
HEB,2019044,10602,5412,20200708
HEB,2019045,10570,5466,20200708
HEB,2019046,10964,5597,20200708
HEB,2019047,10628,5320,20200708
HEB,2019048,10989,5441,20200708
HEB,2019049,10622,5418,20200708
HEB,2019050,10345,5320,20200708
HEB,2019051,10226,5265,20200708
HEB,2019052,10056,4546,20200708
HEB,2020001,8518,5932,20200708
HEB,2020002,10420,5982,20200708
HEB,2020003,11005,5701,20200708
HEB,2020004,10819,5495,20200708
HEB,2020005,11019,5579,20200708
HEB,2020006,7522,6021,20200708
HEB,2020007,10110,6014,20200708
HEB,2020008,10714,5549,20200708
HEB,2020009,11171,5708,20200708
HEB,2020010,11085,5706,20200708
HEB,2020011,12324,6321,20200708
HEB,2020012,10873,5531,20200708
HEB,2020013,2095,1069,20200708
HYV,2019037,2498,2690,20200708
HYV,2019038,2410,2609,20200708
HYV,2019039,2308,2430,20200708
HYV,2019040,2525,2678,20200708
HYV,2019041,2599,2817,20200708
HYV,2019042,2667,2847,20200708
HYV,2019043,2562,2804,20200708
HYV,2019044,2599,2788,20200708
HYV,2019045,2615,2840,20200708
HYV,2019046,2588,2757,20200708
HYV,2019047,2542,2734,20200708
HYV,2019048,2663,2790,20200708
HYV,2019049,2598,2826,20200708
HYV,2019050,2628,2942,20200708
HYV,2019051,2574,2946,20200708
HYV,2019052,2720,2843,20200708
HYV,2020001,2792,3018,20200708
HYV,2020002,2837,3064,20200708
HYV,2020003,2633,2769,20200708
HYV,2020004,2601,2606,20200708
HYV,2020005,2798,2900,20200708
HYV,2020006,2691,2838,20200708
HYV,2020007,2621,2869,20200708
HYV,2020008,2714,2965,20200708
HYV,2020009,2734,2837,20200708
