CODE,PERIOD,NR_TRIPS Y,NR_TRIPS N,DatabaseReleaseDate
DOL,2019039,34144,3,20200603
DOL,2019040,37927,8,20200603
DOL,2019041,38326,4,20200603
DOL,2019042,36115,3,20200603
DOL,2019043,37084,4,20200603
DOL,2019044,40075,1,20200603
DOL,2019045,34578,1,20200603
DOL,2019046,36224,6,20200603
DOL,2019047,35016,2,20200603
DOL,2019048,39490,0,20200603
DOL,2019049,41567,991,20200603
DOL,2019050,39437,1420,20200603
DOL,2019051,39728,1155,20200603
DOL,2019052,36049,910,20200603
DOL,2020001,40008,986,20200603
DOL,2020002,39005,1054,20200603
DOL,2020003,36079,1544,20200603
DOL,2020004,38098,1691,20200603
DOL,2020005,36981,1813,20200603
DOL,2020006,37640,1924,20200603
DOL,2020007,38731,2440,20200603
DOL,2020008,34558,1963,20200603
DOL,2020009,39999,2737,20200603
DOL,2020010,39313,2269,20200603
DOL,2020011,44230,1848,20200603
DOL,2020012,43445,1888,20200603
DOL,2020013,31897,1552,20200603
DOL,2020014,37323,2210,20200603
DOL,2020015,37102,3115,20200603
DOL,2020016,34104,3785,20200603
DT,2019037,17653,17600,20200603
DT,2019038,17676,17935,20200603
DT,2019039,18080,18124,20200603
DT,2019040,19592,19714,20200603
DT,2019041,20336,20555,20200603
DT,2019042,19550,19846,20200603
DT,2019043,18557,18952,20200603
DT,2019044,18777,19149,20200603
DT,2019045,18593,18867,20200603
DT,2019046,18407,18623,20200603
DT,2019047,18895,19004,20200603
DT,2019048,19402,19496,20200603
DT,2019049,23849,23586,20200603
DT,2019050,35794,22972,20200603
DT,2019051,42023,23750,20200603
DT,2019052,25359,17671,20200603
DT,2020001,17413,15357,20200603
DT,2020002,19139,16502,20200603
DT,2020003,19399,16559,20200603
DT,2020004,17250,16854,20200603
DT,2020005,18335,17759,20200603
DT,2020006,29491,16918,20200603
DT,2020007,35152,20177,20200603
DT,2020008,28495,15305,20200603
DT,2020009,30392,16273,20200603
DT,2020010,26786,19760,20200603
DT,2020011,33043,18789,20200603
DT,2020012,27989,14363,20200603
FD,2019037,8502,53,20200603
FD,2019038,8415,0,20200603
FD,2019039,8237,0,20200603
FD,2019040,10244,0,20200603
FD,2019041,9435,0,20200603
FD,2019042,9038,0,20200603
FD,2019043,9478,0,20200603
FD,2019044,10132,0,20200603
FD,2019045,9297,0,20200603
FD,2019046,8457,0,20200603
FD,2019047,8042,0,20200603
FD,2019048,9884,0,20200603
FD,2019049,10550,0,20200603
FD,2019050,9911,0,20200603
FD,2019051,10190,314,20200603
FD,2019052,9771,427,20200603
FD,2020001,9619,203,20200603
FD,2020002,9023,115,20200603
FD,2020003,8463,490,20200603
FD,2020004,8651,563,20200603
FD,2020005,9069,656,20200603
FD,2020006,9030,730,20200603
FD,2020007,9228,732,20200603
FD,2020008,8417,655,20200603
FD,2020009,9292,788,20200603
FD,2020010,10077,1012,20200603
FD,2020011,11765,1122,20200603
FD,2020012,10885,1133,20200603
FL,2019037,9475,4402,20200603
FL,2019038,9675,4532,20200603
FL,2019039,9532,4442,20200603
FL,2019040,10399,4933,20200603
FL,2019041,11049,5113,20200603
FL,2019042,11029,5138,20200603
FL,2019043,9983,4765,20200603
FL,2019044,10096,4911,20200603
FL,2019045,10780,5210,20200603
FL,2019046,10341,5016,20200603
FL,2019047,10056,4932,20200603
FL,2019048,11578,5524,20200603
FL,2019049,10487,5104,20200603
FL,2019050,10492,5118,20200603
FL,2019051,10163,5068,20200603
FL,2019052,10331,4773,20200603
FL,2020001,12074,5533,20200603
FL,2020002,12198,5592,20200603
FL,2020003,12003,5689,20200603
FL,2020004,11670,5482,20200603
FL,2020005,11813,5497,20200603
FL,2020006,11529,5426,20200603
FL,2020007,11357,5453,20200603
FL,2020008,11904,5676,20200603
FL,2020009,11682,5506,20200603
FL,2020010,11544,5563,20200603
FL,2020011,13965,6733,20200603
FL,2020012,15625,7366,20200603
GE,2019037,1886,2146,20200603
GE,2019038,1956,2208,20200603
GE,2019039,1924,2222,20200603
GE,2019040,2092,2351,20200603
GE,2019041,2154,2505,20200603
GE,2019042,2149,2524,20200603
GE,2019043,2164,2464,20200603
GE,2019044,2217,2484,20200603
GE,2019045,2314,2593,20200603
GE,2019046,2213,2433,20200603
GE,2019047,2226,2530,20200603
GE,2019048,2425,2733,20200603
GE,2019049,2286,2533,20200603
GE,2019050,2260,2621,20200603
GE,2019051,2310,2744,20200603
GE,2019052,2231,2650,20200603
GE,2020001,2438,2767,20200603
GE,2020002,2236,2553,20200603
GE,2020003,2245,2571,20200603
GE,2020004,2243,2543,20200603
GE,2020005,2521,2446,20200603
GE,2020006,2330,2234,20200603
GE,2020007,2427,2638,20200603
GE,2020008,2235,2491,20200603
GE,2020009,2412,2629,20200603
GE,2020010,2424,2706,20200603
GE,2020011,2748,3059,20200603
GE,2020012,2892,3131,20200603
HEB,2019037,9069,4915,20200603
HEB,2019038,9227,5062,20200603
HEB,2019039,9200,4872,20200603
HEB,2019040,10179,5428,20200603
HEB,2019041,11184,5794,20200603
HEB,2019042,10720,5543,20200603
HEB,2019043,10241,5228,20200603
HEB,2019044,10602,5412,20200603
HEB,2019045,10570,5466,20200603
HEB,2019046,10964,5597,20200603
HEB,2019047,10627,5319,20200603
HEB,2019048,10989,5441,20200603
HEB,2019049,10622,5418,20200603
HEB,2019050,10345,5320,20200603
HEB,2019051,10225,5265,20200603
HEB,2019052,10056,4546,20200603
HEB,2020001,8518,5932,20200603
HEB,2020002,10420,5982,20200603
HEB,2020003,11005,5701,20200603
HEB,2020004,10819,5495,20200603
HEB,2020005,11019,5579,20200603
HEB,2020006,7522,6021,20200603
HEB,2020007,10110,6014,20200603
HEB,2020008,10714,5549,20200603
HEB,2020009,11171,5708,20200603
HEB,2020010,11085,5706,20200603
HEB,2020011,12324,6321,20200603
HEB,2020012,10873,5531,20200603
HYV,2019037,2497,2690,20200603
HYV,2019038,2413,2610,20200603
HYV,2019039,2307,2431,20200603
HYV,2019040,2525,2678,20200603
HYV,2019041,2599,2818,20200603
HYV,2019042,2666,2848,20200603
HYV,2019043,2562,2807,20200603
HYV,2019044,2598,2788,20200603
HYV,2019045,2613,2842,20200603
HYV,2019046,2588,2758,20200603
HYV,2019047,2540,2735,20200603
HYV,2019048,2661,2793,20200603
HYV,2019049,2596,2828,20200603
HYV,2019050,2627,2942,20200603
HYV,2019051,2571,2948,20200603
HYV,2019052,2717,2844,20200603
HYV,2020001,2791,3022,20200603
HYV,2020002,2836,3065,20200603
HYV,2020003,2633,2770,20200603
HYV,2020004,2598,2610,20200603
HYV,2020005,2797,2900,20200603
HYV,2020006,2689,2841,20200603
HYV,2020007,2618,2870,20200603
HYV,2020008,2713,2967,20200603
HYV,2020009,2732,2840,20200603
HYV,2020010,2809,2978,20200603
HYV,2020011,2946,3164,20200603
HYV,2020012,3170,3221,20200603
JEW,2019037,1483,812,20200603
JEW,2019038,1555,824,20200603
JEW,2019039,2239,257,20200603
JEW,2019040,2657,0,20200603
JEW,2019041,2724,0,20200603
JEW,2019042,2859,0,20200603
JEW,2019043,2741,0,20200603
JEW,2019044,2921,0,20200603
JEW,2019045,2742,0,20200603
JEW,2019046,2559,0,20200603
JEW,2019047,2762,0,20200603
JEW,2019048,3431,0,20200603
JEW,2019049,2497,0,20200603
JEW,2019050,2254,1,20200603
JEW,2019051,2266,0,20200603
JEW,2019052,2161,119,20200603
JEW,2020001,2454,109,20200603
JEW,2020002,2643,28,20200603
JEW,2020003,2544,165,20200603
JEW,2020004,1906,500,20200603
JEW,2020005,2503,302,20200603
JEW,2020006,2741,291,20200603
JEW,2020007,2653,288,20200603
JEW,2020008,2244,235,20200603
JEW,2020009,2869,371,20200603
JEW,2020010,2454,222,20200603
JEW,2020011,2528,491,20200603
JEW,2020012,2679,681,20200603
KRO,2019037,32004,7335,20200603
KRO,2019038,33733,7581,20200603
KRO,2019039,32833,7358,20200603
KRO,2019040,35350,7996,20200603
KRO,2019041,36185,8161,20200603
KRO,2019042,35906,8013,20200603
KRO,2019043,35508,7864,20200603
KRO,2019044,35888,8023,20200603
KRO,2019045,37332,8113,20200603
KRO,2019046,36660,7638,20200603
KRO,2019047,35544,7575,20200603
KRO,2019048,37151,7846,20200603
KRO,2019049,37093,7939,20200603
KRO,2019050,37782,8232,20200603
KRO,2019051,36618,7889,20200603
KRO,2019052,34422,4735,20200603
KRO,2020001,40864,3894,20200603
KRO,2020002,40330,4370,20200603
KRO,2020003,40086,4984,20200603
KRO,2020004,40133,5009,20200603
KRO,2020005,40190,5152,20200603
KRO,2020006,39469,6458,20200603
KRO,2020007,39940,7418,20200603
KRO,2020008,38311,6944,20200603
KRO,2020009,38989,7095,20200603
KRO,2020010,40240,7041,20200603
KRO,2020011,43785,7781,20200603
KRO,2020012,31413,5641,20200603
KRO,2020013,27597,5178,20200603
KRO,2020014,34283,7108,20200603
KRO,2020015,34085,7443,20200603
KRO,2020016,32723,7103,20200603
LIDL,2019037,603,18,20200603
LIDL,2019038,661,14,20200603
LIDL,2019039,720,3,20200603
LIDL,2019040,719,0,20200603
LIDL,2019041,801,0,20200603
LIDL,2019042,787,0,20200603
LIDL,2019043,664,0,20200603
LIDL,2019044,733,0,20200603
LIDL,2019045,716,0,20200603
LIDL,2019046,665,0,20200603
LIDL,2019047,699,0,20200603
LIDL,2019048,659,0,20200603
LIDL,2019049,731,0,20200603
LIDL,2019050,292,0,20200603
LIDL,2019051,852,0,20200603
LIDL,2019052,770,0,20200603
LIDL,2020001,832,0,20200603
LIDL,2020002,885,2,20200603
LIDL,2020003,938,56,20200603
LIDL,2020004,969,51,20200603
LIDL,2020005,940,56,20200603
LIDL,2020006,959,64,20200603
LIDL,2020007,986,54,20200603
LIDL,2020008,972,66,20200603
LIDL,2020009,1099,56,20200603
LIDL,2020010,1063,97,20200603
LIDL,2020011,1315,627,20200603
LIDL,2020012,1229,418,20200603
MEJ,2019037,9263,927,20200603
MEJ,2019038,9223,289,20200603
MEJ,2019039,9193,0,20200603
MEJ,2019040,9587,1,20200603
MEJ,2019041,10324,0,20200603
MEJ,2019042,10153,0,20200603
MEJ,2019043,9667,0,20200603
MEJ,2019044,10637,0,20200603
MEJ,2019045,9865,0,20200603
MEJ,2019046,10256,0,20200603
MEJ,2019047,10198,0,20200603
MEJ,2019048,12438,0,20200603
MEJ,2019049,11038,0,20200603
MEJ,2019050,11204,0,20200603
MEJ,2019051,11323,97,20200603
MEJ,2019052,10320,309,20200603
MEJ,2020001,11056,176,20200603
MEJ,2020002,11062,72,20200603
MEJ,2020003,11215,333,20200603
MEJ,2020004,10370,433,20200603
MEJ,2020005,10740,453,20200603
MEJ,2020006,10443,498,20200603
MEJ,2020007,11015,616,20200603
MEJ,2020008,10368,526,20200603
MEJ,2020009,10451,720,20200603
MEJ,2020010,11005,1064,20200603
MEJ,2020011,13157,1718,20200603
MEJ,2020012,12146,1802,20200603
MUR,2019037,4371,11,20200603
MUR,2019038,4506,15,20200603
MUR,2019039,4450,14,20200603
MUR,2019040,5141,1,20200603
MUR,2019041,5099,0,20200603
MUR,2019042,5036,0,20200603
MUR,2019043,5123,0,20200603
MUR,2019044,5051,0,20200603
MUR,2019045,4745,0,20200603
MUR,2019046,4877,0,20200603
MUR,2019047,4587,0,20200603
MUR,2019048,4769,0,20200603
MUR,2019049,4905,0,20200603
MUR,2019050,1816,0,20200603
MUR,2019051,4446,0,20200603
MUR,2019052,3723,0,20200603
MUR,2020001,4445,0,20200603
MUR,2020002,4793,0,20200603
MUR,2020003,4863,31,20200603
MUR,2020004,4793,26,20200603
MUR,2020005,4894,32,20200603
MUR,2020006,4935,48,20200603
MUR,2020007,4912,38,20200603
MUR,2020008,4731,44,20200603
MUR,2020009,4944,48,20200603
MUR,2020010,5117,53,20200603
MUR,2020011,5109,208,20200603
MUR,2020012,4189,136,20200603
PET,2019037,1462,1,20200603
PET,2019038,1474,0,20200603
PET,2019039,1499,0,20200603
PET,2019040,1636,0,20200603
PET,2019041,1603,0,20200603
PET,2019042,1668,0,20200603
PET,2019043,1644,0,20200603
PET,2019044,1713,0,20200603
PET,2019045,1611,0,20200603
PET,2019046,1463,0,20200603
PET,2019047,1486,0,20200603
PET,2019048,1865,0,20200603
PET,2019049,1605,0,20200603
PET,2019050,1546,0,20200603
PET,2019051,2057,11,20200603
PET,2019052,2119,52,20200603
PET,2020001,1701,19,20200603
PET,2020002,1640,5,20200603
PET,2020003,1570,61,20200603
PET,2020004,1579,54,20200603
PET,2020005,1506,81,20200603
PET,2020006,1404,85,20200603
PET,2020007,1579,84,20200603
PET,2020008,1612,82,20200603
PET,2020009,1563,103,20200603
PET,2020010,1660,143,20200603
PET,2020011,1705,252,20200603
PET,2020012,1552,333,20200603
PUB,2019037,21487,0,20200603
PUB,2019038,21179,0,20200603
PUB,2019039,21809,0,20200603
PUB,2019040,23652,0,20200603
PUB,2019041,24088,0,20200603
PUB,2019042,24052,0,20200603
PUB,2019043,24444,0,20200603
PUB,2019044,25301,0,20200603
PUB,2019045,23049,0,20200603
PUB,2019046,23803,0,20200603
PUB,2019047,24999,3,20200603
PUB,2019048,24308,20,20200603
PUB,2019049,22077,9,20200603
PUB,2019050,22239,25,20200603
PUB,2019051,22492,1038,20200603
PUB,2019052,21529,1457,20200603
PUB,2020001,24000,1803,20200603
PUB,2020002,26223,2019,20200603
PUB,2020003,25338,2207,20200603
PUB,2020004,25345,2289,20200603
PUB,2020005,25644,2154,20200603
PUB,2020006,26118,2069,20200603
PUB,2020007,25282,2163,20200603
PUB,2020008,24138,2184,20200603
PUB,2020009,25402,2148,20200603
PUB,2020010,26121,2097,20200603
PUB,2020011,30051,2665,20200603
PUB,2020012,31531,2802,20200603
PUB,2020013,24863,2174,20200603
PUB,2020014,26450,2444,20200603
PUB,2020015,26386,2744,20200603
PUB,2020016,21605,2594,20200603
RTE,2019037,2501,624,20200603
RTE,2019038,2634,610,20200603
RTE,2019039,2557,604,20200603
RTE,2019040,2793,665,20200603
RTE,2019041,2748,564,20200603
RTE,2019042,2844,632,20200603
RTE,2019043,2686,589,20200603
RTE,2019044,2767,670,20200603
RTE,2019045,2829,677,20200603
RTE,2019046,2561,543,20200603
RTE,2019047,2485,514,20200603
RTE,2019048,3128,793,20200603
RTE,2019049,2820,714,20200603
RTE,2019050,2690,644,20200603
RTE,2019051,2847,652,20200603
RTE,2019052,2951,427,20200603
RTE,2020001,3194,188,20200603
RTE,2020002,3126,188,20200603
RTE,2020003,2976,164,20200603
RTE,2020004,2805,140,20200603
RTE,2020005,2769,148,20200603
RTE,2020006,2711,157,20200603
RTE,2020007,3119,167,20200603
RTE,2020008,2688,180,20200603
RTE,2020009,2806,254,20200603
RTE,2020010,2909,399,20200603
RTE,2020011,3137,638,20200603
RTE,2020012,2898,795,20200603
SAF,2019037,6382,1582,20200603
SAF,2019038,6335,1561,20200603
SAF,2019039,6202,1512,20200603
SAF,2019040,6787,1598,20200603
SAF,2019041,6855,1732,20200603
SAF,2019042,6668,1591,20200603
SAF,2019043,6505,1678,20200603
SAF,2019044,6757,1617,20200603
SAF,2019045,7157,1751,20200603
SAF,2019046,6674,1629,20200603
SAF,2019047,6745,1609,20200603
SAF,2019048,7188,1772,20200603
SAF,2019049,6853,1735,20200603
SAF,2019050,6508,1610,20200603
SAF,2019051,6615,1694,20200603
SAF,2019052,6822,1066,20200603
SAF,2020001,7746,517,20200603
SAF,2020002,7555,534,20200603
SAF,2020003,7566,461,20200603
SAF,2020004,7253,491,20200603
SAF,2020005,7381,549,20200603
SAF,2020006,7679,1241,20200603
SAF,2020007,8150,1323,20200603
SAF,2020008,7729,1274,20200603
SAF,2020009,8056,1469,20200603
SAF,2020010,7490,1348,20200603
SAF,2020011,7806,1980,20200603
SAF,2020012,7822,2421,20200603
SBS,2019037,492,505,20200603
SBS,2019038,436,457,20200603
SBS,2019039,451,489,20200603
SBS,2019040,494,492,20200603
SBS,2019041,527,544,20200603
SBS,2019042,478,483,20200603
SBS,2019043,477,510,20200603
SBS,2019044,459,469,20200603
SBS,2019045,418,450,20200603
SBS,2019046,432,410,20200603
SBS,2019047,483,487,20200603
SBS,2019048,460,448,20200603
SBS,2019049,456,457,20200603
SBS,2019050,498,487,20200603
SBS,2019051,541,479,20200603
SBS,2019052,528,301,20200603
SBS,2020001,680,241,20200603
SBS,2020002,634,270,20200603
SBS,2020003,640,245,20200603
SBS,2020004,608,232,20200603
SBS,2020005,663,182,20200603
SBS,2020006,637,170,20200603
SBS,2020007,594,134,20200603
SBS,2020008,710,167,20200603
SBS,2020009,689,199,20200603
SBS,2020010,672,305,20200603
SBS,2020011,483,504,20200603
SBS,2020012,399,367,20200603
SA M,2019037,16409,4061,20200603
SA M,2019038,16007,3568,20200603
SA M,2019039,16128,1771,20200603
SA M,2019040,17480,1082,20200603
SA M,2019041,17981,1187,20200603
SA M,2019042,18106,989,20200603
SA M,2019043,17498,764,20200603
SA M,2019044,18616,938,20200603
SA M,2019045,18641,1209,20200603
SA M,2019046,17512,1194,20200603
SA M,2019047,17469,1141,20200603
SA M,2019048,17751,1175,20200603
SA M,2019049,18045,735,20200603
SA M,2019050,18948,718,20200603
SA M,2019051,19136,1521,20200603
SA M,2019052,16606,1130,20200603
SA M,2020001,17309,801,20200603
SA M,2020002,19870,2492,20200603
SA M,2020003,18906,3063,20200603
SA M,2020004,18545,2790,20200603
SA M,2020005,18617,1760,20200603
SA M,2020006,18019,1553,20200603
SA M,2020007,18556,2390,20200603
SA M,2020008,18062,2636,20200603
SA M,2020009,19545,2139,20200603
SA M,2020010,17503,1422,20200603
SA M,2020011,17482,1618,20200603
SA M,2020012,14733,1431,20200603
SA M,2020013,9837,972,20200603
SA M,2020014,10740,1133,20200603
SA M,2020015,10157,1050,20200603
SA M,2020016,9971,1100,20200603
SEP,2019037,88,158,20200603
SEP,2019038,91,154,20200603
SEP,2019039,61,148,20200603
SEP,2019040,98,149,20200603
SEP,2019041,107,169,20200603
SEP,2019042,95,180,20200603
SEP,2019043,76,161,20200603
SEP,2019044,90,153,20200603
SEP,2019045,45,93,20200603
SEP,2019046,52,132,20200603
SEP,2019047,66,123,20200603
SEP,2019048,145,313,20200603
SEP,2019049,106,184,20200603
SEP,2019050,121,227,20200603
SEP,2019051,175,279,20200603
SEP,2019052,283,195,20200603
SEP,2020001,214,99,20200603
SEP,2020002,144,86,20200603
SEP,2020003,159,85,20200603
SEP,2020004,122,161,20200603
SEP,2020005,130,60,20200603
SEP,2020006,167,52,20200603
SEP,2020007,148,166,20200603
SEP,2020008,171,136,20200603
SEP,2020009,122,125,20200603
SEP,2020010,138,130,20200603
SEP,2020011,89,111,20200603
SEP,2020012,20,39,20200603
SII,2019037,7440,212,20200603
SII,2019038,7513,194,20200603
SII,2019039,7399,112,20200603
SII,2019040,8949,251,20200603
SII,2019041,8493,215,20200603
SII,2019042,7833,66,20200603
SII,2019043,7699,13,20200603
SII,2019044,7451,18,20200603
SII,2019045,7158,15,20200603
SII,2019046,7158,8,20200603
SII,2019047,7061,12,20200603
SII,2019048,6741,10,20200603
SII,2019049,7148,13,20200603
SII,2019050,6950,15,20200603
SII,2019051,6423,12,20200603
SII,2019052,5933,17,20200603
SII,2020001,6472,132,20200603
SII,2020002,7127,156,20200603
SII,2020003,6981,264,20200603
SII,2020004,6797,276,20200603
SII,2020005,6707,330,20200603
SII,2020006,6672,328,20200603
SII,2020007,6516,294,20200603
SII,2020008,6513,263,20200603
SII,2020009,6893,330,20200603
SII,2020010,6796,420,20200603
SII,2020011,6348,681,20200603
SII,2020012,4877,715,20200603
SHO,2019037,5082,3247,20200603
SHO,2019038,5524,3446,20200603
SHO,2019039,5088,3250,20200603
SHO,2019040,5515,3494,20200603
SHO,2019041,5915,3682,20200603
SHO,2019042,5741,3509,20200603
SHO,2019043,5643,3643,20200603
SHO,2019044,5744,3704,20200603
SHO,2019045,6360,4064,20200603
SHO,2019046,6339,4058,20200603
SHO,2019047,6516,4032,20200603
SHO,2019048,7428,4693,20200603
SHO,2019049,6254,3925,20200603
SHO,2019050,6200,3947,20200603
SHO,2019051,6073,3896,20200603
SHO,2019052,6198,3791,20200603
SHO,2020001,7116,4061,20200603
SHO,2020002,7357,4282,20200603
SHO,2020003,7216,4282,20200603
SHO,2020004,6738,4102,20200603
SHO,2020005,6989,4145,20200603
SHO,2020006,7717,4581,20200603
SHO,2020007,7034,4372,20200603
SHO,2020008,6733,4114,20200603
SHO,2020009,7300,4371,20200603
SHO,2020010,7989,4717,20200603
SHO,2020011,9193,5373,20200603
SHO,2020012,8478,5024,20200603
SPE,2019037,6150,34,20200603
SPE,2019038,6124,42,20200603
SPE,2019039,6367,4,20200603
SPE,2019040,6667,0,20200603
SPE,2019041,6584,0,20200603
SPE,2019042,6599,0,20200603
SPE,2019043,6636,0,20200603
SPE,2019044,6596,0,20200603
SPE,2019045,6137,0,20200603
SPE,2019046,6198,0,20200603
SPE,2019047,5935,0,20200603
SPE,2019048,6054,0,20200603
SPE,2019049,6119,0,20200603
SPE,2019050,2361,0,20200603
SPE,2019051,5882,1,20200603
SPE,2019052,5214,0,20200603
SPE,2020001,5719,0,20200603
SPE,2020002,6297,6,20200603
SPE,2020003,6210,52,20200603
SPE,2020004,6134,77,20200603
SPE,2020005,6051,95,20200603
SPE,2020006,6057,129,20200603
SPE,2020007,6184,99,20200603
SPE,2020008,5950,96,20200603
SPE,2020009,6032,109,20200603
SPE,2020010,6068,161,20200603
SPE,2020011,5725,522,20200603
SPE,2020012,4305,305,20200603
STS,2019037,3187,4991,20200603
STS,2019038,3256,5146,20200603
STS,2019039,3334,5060,20200603
STS,2019040,3562,5468,20200603
STS,2019041,3754,5618,20200603
STS,2019042,3706,5465,20200603
STS,2019043,3636,5585,20200603
STS,2019044,3632,5548,20200603
STS,2019045,3845,5756,20200603
STS,2019046,3847,5611,20200603
STS,2019047,3702,5576,20200603
STS,2019048,4162,6239,20200603
STS,2019049,3643,5307,20200603
STS,2019050,3664,5466,20200603
STS,2019051,3450,5327,20200603
STS,2019052,3399,5212,20200603
STS,2020001,4020,5989,20200603
STS,2020002,4147,5972,20200603
STS,2020003,4106,6153,20200603
STS,2020004,3721,5710,20200603
STS,2020005,3938,5913,20200603
STS,2020006,4207,6095,20200603
STS,2020007,3882,5739,20200603
STS,2020008,3765,5446,20200603
STS,2020009,3999,5716,20200603
STS,2020010,4477,6168,20200603
STS,2020011,5445,6924,20200603
STS,2020012,4773,6123,20200603
SUN,2019037,1587,332,20200603
SUN,2019038,1681,369,20200603
SUN,2019039,1758,86,20200603
SUN,2019040,1885,0,20200603
SUN,2019041,1915,0,20200603
SUN,2019042,1950,0,20200603
SUN,2019043,1912,0,20200603
SUN,2019044,1956,0,20200603
SUN,2019045,1631,0,20200603
SUN,2019046,1774,0,20200603
SUN,2019047,1639,0,20200603
SUN,2019048,1674,0,20200603
SUN,2019049,1734,0,20200603
SUN,2019050,585,0,20200603
SUN,2019051,1621,0,20200603
SUN,2019052,1546,0,20200603
SUN,2020001,1613,0,20200603
SUN,2020002,1710,4,20200603
SUN,2020003,1689,64,20200603
SUN,2020004,1745,107,20200603
SUN,2020005,1662,102,20200603
SUN,2020006,1612,115,20200603
SUN,2020007,1625,132,20200603
SUN,2020008,1737,133,20200603
SUN,2020009,1757,153,20200603
SUN,2020010,1760,193,20200603
SUN,2020011,1568,415,20200603
SUN,2020012,1237,333,20200603
TGT,2019037,26789,19195,20200603
TGT,2019038,29310,10404,20200603
TGT,2019039,31444,10147,20200603
TGT,2019040,33288,11839,20200603
TGT,2019041,34061,11117,20200603
TGT,2019042,23989,7334,20200603
TGT,2019043,34573,7511,20200603
TGT,2019044,35709,12280,20200603
TGT,2019045,34735,11743,20200603
TGT,2019046,33223,10342,20200603
TGT,2019047,33021,10275,20200603
TGT,2019048,43404,10809,20200603
TGT,2019049,31251,16420,20200603
TGT,2019050,33198,17041,20200603
TGT,2019051,35588,18332,20200603
TGT,2019052,36252,19735,20200603
TGT,2020001,36687,21076,20200603
TGT,2020002,27737,15928,20200603
TGT,2020003,26918,7403,20200603
TGT,2020004,28059,4548,20200603
TGT,2020005,27878,4260,20200603
TGT,2020006,28169,4863,20200603
TGT,2020007,30785,5528,20200603
TGT,2020008,29257,4827,20200603
TGT,2020009,29436,5044,20200603
TGT,2020010,31830,5917,20200603
TGT,2020011,33450,7367,20200603
TGT,2020012,30234,7051,20200603
TGT,2020013,20923,4732,20200603
TGT,2020014,20607,6809,20200603
TGT,2020015,21415,10080,20200603
TGT,2020016,18654,8623,20200603
ULT,2019037,880,9,20200603
ULT,2019038,777,0,20200603
ULT,2019039,803,0,20200603
ULT,2019040,1078,0,20200603
ULT,2019041,1139,1,20200603
ULT,2019042,1150,0,20200603
ULT,2019043,1034,0,20200603
ULT,2019044,1008,0,20200603
ULT,2019045,761,0,20200603
ULT,2019046,836,0,20200603
ULT,2019047,830,0,20200603
ULT,2019048,1523,0,20200603
ULT,2019049,821,1,20200603
ULT,2019050,1105,0,20200603
ULT,2019051,1375,0,20200603
ULT,2019052,1452,47,20200603
ULT,2020001,1272,32,20200603
ULT,2020002,970,4,20200603
ULT,2020003,835,72,20200603
ULT,2020004,770,71,20200603
ULT,2020005,789,60,20200603
ULT,2020006,827,90,20200603
ULT,2020007,889,92,20200603
ULT,2020008,954,94,20200603
ULT,2020009,917,114,20200603
ULT,2020010,993,137,20200603
ULT,2020011,851,237,20200603
ULT,2020012,259,105,20200603
VAL,2019037,221,0,20200603
VAL,2019038,262,0,20200603
VAL,2019039,239,0,20200603
VAL,2019040,269,0,20200603
VAL,2019041,272,0,20200603
VAL,2019042,289,0,20200603
VAL,2019043,253,0,20200603
VAL,2019044,266,0,20200603
VAL,2019045,228,0,20200603
VAL,2019046,258,0,20200603
VAL,2019047,224,0,20200603
VAL,2019048,228,0,20200603
VAL,2019049,244,0,20200603
VAL,2019050,70,0,20200603
VAL,2019051,217,0,20200603
VAL,2019052,180,0,20200603
VAL,2020001,201,0,20200603
VAL,2020002,249,0,20200603
VAL,2020003,240,11,20200603
VAL,2020004,255,17,20200603
VAL,2020005,233,14,20200603
VAL,2020006,217,14,20200603
VAL,2020007,212,20,20200603
VAL,2020008,217,23,20200603
VAL,2020009,271,32,20200603
VAL,2020010,260,71,20200603
VAL,2020011,232,88,20200603
VAL,2020012,167,69,20200603
WAL,2019037,19483,0,20200603
WAL,2019038,19585,0,20200603
WAL,2019039,19079,0,20200603
WAL,2019040,21535,0,20200603
WAL,2019041,21566,0,20200603
WAL,2019042,20479,0,20200603
WAL,2019043,21927,0,20200603
WAL,2019044,23693,0,20200603
WAL,2019045,20790,0,20200603
WAL,2019046,21035,0,20200603
WAL,2019047,19990,0,20200603
WAL,2019048,21667,0,20200603
WAL,2019049,22646,0,20200603
WAL,2019050,23650,1,20200603
WAL,2019051,24564,385,20200603
WAL,2019052,26620,782,20200603
WAL,2020001,21780,287,20200603
WAL,2020002,24086,131,20200603
WAL,2020003,19420,1078,20200603
WAL,2020004,19012,1419,20200603
WAL,2020005,19346,1631,20200603
WAL,2020006,18453,1678,20200603
WAL,2020007,20643,1919,20200603
WAL,2020008,17562,1726,20200603
WAL,2020009,19494,2247,20200603
WAL,2020010,22451,5177,20200603
WAL,2020011,22427,4942,20200603
WAL,2020012,20915,5276,20200603
WAL,2020013,14289,3996,20200603
WAL,2020014,16058,4008,20200603
WAL,2020015,19258,2729,20200603
WAL,2020016,17405,4176,20200603
WMT,2019037,175692,829,20200603
WMT,2019038,170319,684,20200603
WMT,2019039,168305,736,20200603
WMT,2019040,190086,853,20200603
WMT,2019041,190391,867,20200603
WMT,2019042,189304,769,20200603
WMT,2019043,152037,631,20200603
WMT,2019044,197715,813,20200603
WMT,2019045,180358,803,20200603
